tab,comptable,operation,valeur,code,libelle,bank,date,year,month,group,var,value
1,14/11/2019,14/11/2019,14/11/2019,210,RET 141119 REF01896B00,cmcc,2019-11-14,2019,11,cash,debit,-400
1,22/11/2019,22/11/2019,22/11/2019,240,CHEQUE 1811892 T002-6863-00111,cmcc,2019-11-22,2019,11,chq-vir,debit,-240
1,26/11/2019,26/11/2019,26/11/2019,162,PRLV SEPA ES ENERGIES STRAS SEP,cmcc,2019-11-26,2019,11,charges,debit,-98.19
1,26/11/2019,26/11/2019,26/11/2019,162,PRLV SEPA ES ENERGIES STRAS SEP,cmcc,2019-11-26,2019,11,charges,debit,-49.78
1,27/11/2019,27/11/2019,27/11/2019,240,CHEQUE 1811893 T021-3261-00111,cmcc,2019-11-27,2019,11,chq-vir,debit,-90
1,02/12/2019,01/12/2019,01/12/2019,13,LOYER WABEALO,cmcc,2019-12-02,2019,12,loyer,credit,315
1,02/12/2019,01/12/2019,01/12/2019,13,LOYER,cmcc,2019-12-02,2019,12,loyer,credit,460
1,02/12/2019,02/12/2019,02/12/2019,305,VIR AG2R AGIRC-ARRCO,cmcc,2019-12-02,2019,12,pension,credit,28.67
1,02/12/2019,02/12/2019,02/12/2019,305,VIR CAISSE D ASSURANCE RETRA,cmcc,2019-12-02,2019,12,pension,credit,681.13
1,02/12/2019,30/11/2019,30/11/2019,210,RET 301119 REF01896B00,cmcc,2019-12-02,2019,12,cash,debit,-400
1,03/12/2019,30/11/2019,01/12/2019,800,F FRAIS DE TENUE DE COMPTE,cmcc,2019-12-03,2019,12,charges,debit,-2
1,06/12/2019,06/12/2019,06/12/2019,6,VIR DE MME ERNENWEIN TATIANA,cmcc,2019-12-06,2019,12,loyer,credit,420
1,09/12/2019,09/12/2019,09/12/2019,305,VIR SECU INDEP ALSACES,cmcc,2019-12-09,2019,12,secu,credit,123.78
1,09/12/2019,09/12/2019,09/12/2019,305,VIR SECU INDEP ALSACES,cmcc,2019-12-09,2019,12,secu,credit,381.84
1,10/12/2019,10/12/2019,10/12/2019,240,CHEQUE 1811894 A005-8398-00111,cmcc,2019-12-10,2019,12,chq-vir,debit,-100.63
1,10/12/2019,10/12/2019,10/12/2019,305,VIR M.OU MME FRANCK MEHL,cmcc,2019-12-10,2019,12,loyer,credit,455
1,17/12/2019,17/12/2019,17/12/2019,210,RET 171219 REF01896B00,cmcc,2019-12-17,2019,12,cash,debit,-400
1,17/12/2019,17/12/2019,18/12/2019,250,REM CHQ REF01896R06,cmcc,2019-12-17,2019,12,chq-vir,credit,22.45
1,20/12/2019,20/12/2019,20/12/2019,162,PRLV SEPA SUEZ EAU FRANCE -1900,cmcc,2019-12-20,2019,12,charges,debit,-557.96
1,20/12/2019,20/12/2019,20/12/2019,240,CHEQUE 1811896 T088-2585-00111,cmcc,2019-12-20,2019,12,chq-vir,debit,-252.42
1,23/12/2019,23/12/2019,23/12/2019,240,CHEQUE 1811895 T065-5144-00111,cmcc,2019-12-23,2019,12,chq-vir,debit,-189.23
1,23/12/2019,23/12/2019,23/12/2019,240,CHEQUE 1811898 T041-7966-00111,cmcc,2019-12-23,2019,12,chq-vir,debit,-143.9
1,30/12/2019,28/12/2019,28/12/2019,210,RET 281219 REF01896B00,cmcc,2019-12-30,2019,12,cash,debit,-400
1,Solde CRÉDITEUR au 31/12/2019 :,,,,Solde CRÉDITEUR au 31/12/2019 :,cmcc,2019-12-31,2019,12,solde,solde,8463.5
1,31/12/2019,31/12/2019,31/12/2019,305,VIR LA PREVOYANCE,cmcc,2019-12-31,2019,12,secu,credit,12.9
6,02/01/2020,02/01/2020,02/01/2020,305,VIR AG2R AGIRC-ARRCO,cmcc,2020-01-02,2020,1,pension,credit,28.67
6,02/01/2020,02/01/2020,02/01/2020,305,VIR LA PREVOYANCE,cmcc,2020-01-02,2020,1,secu,credit,0.88
6,02/01/2020,02/01/2020,02/01/2020,305,VIR CAISSE D ASSURANCE RETRA,cmcc,2020-01-02,2020,1,pension,credit,681.13
6,02/01/2020,01/01/2020,01/01/2020,13,LOYER WABEALO,cmcc,2020-01-02,2020,1,loyer,credit,315
6,02/01/2020,01/01/2020,01/01/2020,13,LOYER,cmcc,2020-01-02,2020,1,loyer,credit,460
6,Solde CRÉDITEUR au 02/01/2020 :,,,,Solde CRÉDITEUR au 02/01/2020 :,cmcc,2020-01-02,2020,1,solde,credit,8463.5
6,03/01/2020,31/12/2019,01/01/2020,800,F FRAIS DE TENUE DE COMPTE,cmcc,2020-01-03,2020,1,charges,debit,-2
6,06/01/2020,06/01/2020,06/01/2020,6,VIR DE MME ERNENWEIN TATIANA,cmcc,2020-01-06,2020,1,loyer,credit,420
6,09/01/2020,09/01/2020,09/01/2020,305,VIR CARSAT ALSACE MOSELLE PR,cmcc,2020-01-09,2020,1,pension,credit,123.78
6,09/01/2020,09/01/2020,09/01/2020,305,VIR CARSAT ALSACE MOSELLE PR,cmcc,2020-01-09,2020,1,pension,credit,381.84
6,10/01/2020,10/01/2020,10/01/2020,305,VIR M.OU MME FRANCK MEHL,cmcc,2020-01-10,2020,1,loyer,credit,455
6,10/01/2020,10/01/2020,10/01/2020,305,VIR DRFIP GRAND EST ET DEPT,cmcc,2020-01-10,2020,1,taxe,credit,15
6,23/01/2020,23/01/2020,23/01/2020,210,RET 230120 REF01896B00,cmcc,2020-01-23,2020,1,cash,debit,-400
6,23/01/2020,23/01/2020,23/01/2020,305,VIR LA PREVOYANCE,cmcc,2020-01-23,2020,1,secu,credit,0.56
6,24/01/2020,24/01/2020,24/01/2020,240,CHEQUE 1811899 A018-9690-00111,cmcc,2020-01-24,2020,1,chq-vir,debit,-173
6,27/01/2020,27/01/2020,27/01/2020,240,CHEQUE 1811900 A031-3964-00111,cmcc,2020-01-27,2020,1,chq-vir,debit,-107.58
6,28/01/2020,28/01/2020,28/01/2020,240,CHEQUE 1811902 T095-2440-00111,cmcc,2020-01-28,2020,1,chq-vir,debit,-130.6
6,31/01/2020,31/01/2020,31/01/2020,162,PRLV SEPA ES ENERGIES STRAS SEP,cmcc,2020-01-31,2020,1,charges,debit,-123.14
6,31/01/2020,31/01/2020,31/01/2020,162,PRLV SEPA ES ENERGIES STRAS SEP,cmcc,2020-01-31,2020,1,charges,debit,-32.22
6,31/01/2020,31/01/2020,31/01/2020,162,PRLV SEPA URSSAF RHONE ALPES -,cmcc,2020-01-31,2020,1,secu,debit,-74.87
6,03/02/2020,03/02/2020,03/02/2020,305,VIR AG2R AGIRC-ARRCO,cmcc,2020-02-03,2020,2,pension,credit,28.67
6,03/02/2020,03/02/2020,03/02/2020,305,VIR CAISSE D ASSURANCE RETRA,cmcc,2020-02-03,2020,2,pension,credit,694.73
6,03/02/2020,01/02/2020,01/02/2020,13,LOYER WABEALO,cmcc,2020-02-03,2020,2,loyer,credit,315
6,03/02/2020,01/02/2020,01/02/2020,13,LOYER,cmcc,2020-02-03,2020,2,loyer,credit,460
6,04/02/2020,04/02/2020,04/02/2020,240,CHEQUE 1811901 S010-8354-00111,cmcc,2020-02-04,2020,2,chq-vir,debit,-150
6,04/02/2020,31/01/2020,01/02/2020,800,F FRAIS DE TENUE DE COMPTE,cmcc,2020-02-04,2020,2,charges,debit,-2
6,07/02/2020,07/02/2020,07/02/2020,305,VIR CARSAT ALSACE MOSELLE PR,cmcc,2020-02-07,2020,2,pension,credit,125.01
6,07/02/2020,07/02/2020,07/02/2020,305,VIR CARSAT ALSACE MOSELLE PR,cmcc,2020-02-07,2020,2,pension,credit,385.49
5,10/02/2020,10/02/2020,10/02/2020,305,VIR M.OU MME FRANCK MEHL,cmcc,2020-02-10,2020,2,loyer,credit,455
6,10/02/2020,10/02/2020,10/02/2020,240,CHEQUE 1811905 T052-9936-00111,cmcc,2020-02-10,2020,2,chq-vir,debit,-50
6,10/02/2020,10/02/2020,10/02/2020,6,VIR DE MME ERNENWEIN TATIANA,cmcc,2020-02-10,2020,2,loyer,credit,420
5,12/02/2020,12/02/2020,12/02/2020,240,CHEQUE 1811907 T058-7227-00111,cmcc,2020-02-12,2020,2,chq-vir,debit,-87.72
5,12/02/2020,12/02/2020,12/02/2020,240,CHEQUE 1811903 T060-9414-00111,cmcc,2020-02-12,2020,2,chq-vir,debit,-100
5,13/02/2020,13/02/2020,13/02/2020,210,RET 130220 REF01896B00,cmcc,2020-02-13,2020,2,cash,debit,-400
5,13/02/2020,13/02/2020,14/02/2020,250,REM CHQ REF01896R06,cmcc,2020-02-13,2020,2,chq-vir,credit,247.84
5,13/02/2020,13/02/2020,14/02/2020,250,ANNU REM CHQ REF01896R06,cmcc,2020-02-13,2020,2,chq-vir,debit,-247
5,13/02/2020,13/02/2020,14/02/2020,250,REM CHQ REF01896R06,cmcc,2020-02-13,2020,2,chq-vir,credit,247
5,14/02/2020,14/02/2020,14/02/2020,240,CHEQUE 1811906 T008-6663-00111,cmcc,2020-02-14,2020,2,chq-vir,debit,-50
5,17/02/2020,17/02/2020,17/02/2020,240,CHEQUE 1811908 T074-4805-00111,cmcc,2020-02-17,2020,2,chq-vir,debit,-623.2
5,18/02/2020,18/02/2020,18/02/2020,240,CHEQUE 1811897 A034-2304-00599,cmcc,2020-02-18,2020,2,chq-vir,debit,-240
5,19/02/2020,18/02/2020,18/02/2020,840,DROITS DE GARDE,cmcc,2020-02-19,2020,2,charges,debit,-7.95
5,20/02/2020,20/02/2020,20/02/2020,162,PRLV SEPA SUEZ EAU FRANCE -1900,cmcc,2020-02-20,2020,2,charges,debit,-156.65
5,20/02/2020,20/02/2020,21/02/2020,250,REM CHQ REF01896R06,cmcc,2020-02-20,2020,2,chq-vir,credit,52.57
5,24/02/2020,24/02/2020,24/02/2020,305,VIR LA PREVOYANCE,cmcc,2020-02-24,2020,2,secu,credit,36.6
5,25/02/2020,25/02/2020,25/02/2020,240,CHEQUE 1811909 T069-0271-00111,cmcc,2020-02-25,2020,2,chq-vir,debit,-100
5,28/02/2020,28/02/2020,28/02/2020,162,PRLV SEPA URSSAF RHONE ALPES -,cmcc,2020-02-28,2020,2,secu,debit,-21.4
5,02/03/2020,02/03/2020,02/03/2020,305,VIR AG2R AGIRC-ARRCO,cmcc,2020-03-02,2020,3,pension,credit,28.67
5,02/03/2020,02/03/2020,02/03/2020,305,VIR CAISSE D ASSURANCE RETRA,cmcc,2020-03-02,2020,3,pension,credit,687.93
5,02/03/2020,01/03/2020,01/03/2020,13,LOYER WABEALO,cmcc,2020-03-02,2020,3,loyer,credit,315
5,02/03/2020,01/03/2020,01/03/2020,13,LOYER,cmcc,2020-03-02,2020,3,loyer,credit,460
5,02/03/2020,29/02/2020,29/02/2020,6,FACTURE D EAU WABEALO SARA,cmcc,2020-03-02,2020,3,loyer,credit,403
5,03/03/2020,29/02/2020,01/03/2020,800,F FRAIS DE TENUE DE COMPTE,cmcc,2020-03-03,2020,3,charges,debit,-2
5,09/03/2020,09/03/2020,09/03/2020,6,VIR DE MME ERNENWEIN TATIANA,cmcc,2020-03-09,2020,3,loyer,credit,420
5,09/03/2020,09/03/2020,09/03/2020,305,VIR CARSAT ALSACE MOSELLE PR,cmcc,2020-03-09,2020,3,pension,credit,385.49
5,09/03/2020,09/03/2020,09/03/2020,305,VIR CARSAT ALSACE MOSELLE PR,cmcc,2020-03-09,2020,3,pension,credit,125.01
5,10/03/2020,10/03/2020,10/03/2020,305,VIR M.OU MME FRANCK MEHL,cmcc,2020-03-10,2020,3,loyer,credit,455
5,12/03/2020,12/03/2020,12/03/2020,210,RET 120320  REF01896B00,cmcc,2020-03-12,2020,3,cash,debit,-400
5,25/03/2020,25/03/2020,25/03/2020,240,CHEQUE 1811912 A078-6531-00111,cmcc,2020-03-25,2020,3,chq-vir,debit,-1912.5
5,30/03/2020,30/03/2020,30/03/2020,162,PRLV SEPA ES ENERGIES STRAS SEP,cmcc,2020-03-30,2020,3,charges,debit,-59.57
5,31/03/2020,31/03/2020,31/03/2020,162,PRLV SEPA URSSAF RHONE ALPES -,cmcc,2020-03-31,2020,3,secu,debit,-21.34
5,01/04/2020,01/04/2020,01/04/2020,305,VIR AG2R AGIRC-ARRCO,cmcc,2020-04-01,2020,4,pension,credit,28.67
5,01/04/2020,01/04/2020,01/04/2020,305,VIR CAISSE D ASSURANCE RETRA,cmcc,2020-04-01,2020,4,pension,credit,687.93
5,01/04/2020,01/04/2020,01/04/2020,13,LOYER WABEALO,cmcc,2020-04-01,2020,4,loyer,credit,315
5,01/04/2020,01/04/2020,01/04/2020,13,LOYER,cmcc,2020-04-01,2020,4,loyer,credit,460
5,02/04/2020,31/03/2020,01/04/2020,800,F FRAIS DE TENUE DE COMPTE,cmcc,2020-04-02,2020,4,charges,debit,-2
5,06/04/2020,06/04/2020,06/04/2020,6,VIR DE MME ERNENWEIN TATIANA,cmcc,2020-04-06,2020,4,loyer,credit,420
5,09/04/2020,09/04/2020,09/04/2020,305,VIR CARSAT ALSACE MOSELLE PR,cmcc,2020-04-09,2020,4,pension,credit,385.49
5,09/04/2020,09/04/2020,09/04/2020,305,VIR CARSAT ALSACE MOSELLE PR,cmcc,2020-04-09,2020,4,pension,credit,125.01
5,14/04/2020,14/04/2020,14/04/2020,305,VIR M.OU MME FRANCK MEHL,cmcc,2020-04-14,2020,4,loyer,credit,455
5,15/04/2020,15/04/2020,15/04/2020,162,PRLV SEPA ES ENERGIES STRAS SEP,cmcc,2020-04-15,2020,4,charges,debit,-94.43
5,20/04/2020,20/04/2020,20/04/2020,871,CORAIL3000 IB000000004147419,cmcc,2020-04-20,2020,4,charges,debit,-522.97
5,23/04/2020,23/04/2020,23/04/2020,240,CHEQUE 1811913 I086-4739-00111,cmcc,2020-04-23,2020,4,chq-vir,debit,-200
5,27/04/2020,27/04/2020,27/04/2020,305,VIR LA PREVOYANCE,cmcc,2020-04-27,2020,4,secu,credit,1.5
5,30/04/2020,30/04/2020,30/04/2020,162,PRLV SEPA URSSAF RHONE ALPES -,cmcc,2020-04-30,2020,4,secu,debit,-21.34
4,04/05/2020,04/05/2020,04/05/2020,305,VIR AG2R AGIRC-ARRCO,cmcc,2020-05-04,2020,5,pension,credit,28.67
4,04/05/2020,04/05/2020,04/05/2020,305,VIR LA PREVOYANCE,cmcc,2020-05-04,2020,5,secu,credit,1.12
5,04/05/2020,04/05/2020,04/05/2020,305,VIR CAISSE D ASSURANCE RETRA,cmcc,2020-05-04,2020,5,pension,credit,687.93
5,04/05/2020,01/05/2020,01/05/2020,13,LOYER WABEALO,cmcc,2020-05-04,2020,5,loyer,credit,315
5,04/05/2020,01/05/2020,01/05/2020,13,LOYER,cmcc,2020-05-04,2020,5,loyer,credit,460
4,05/05/2020,05/05/2020,05/05/2020,240,CHEQUE 1811914 T029-9067-00111,cmcc,2020-05-05,2020,5,chq-vir,debit,-200
4,05/05/2020,30/04/2020,01/05/2020,800,F FRAIS DE TENUE DE COMPTE,cmcc,2020-05-05,2020,5,charges,debit,-2
4,06/05/2020,04/05/2020,04/05/2020,244,F ENVOI 1 CHEQUIER(S),cmcc,2020-05-06,2020,5,charges,debit,-0.77
4,07/05/2020,07/05/2020,07/05/2020,305,VIR CARSAT ALSACE MOSELLE PR,cmcc,2020-05-07,2020,5,pension,credit,385.49
4,07/05/2020,07/05/2020,07/05/2020,305,VIR CARSAT ALSACE MOSELLE PR,cmcc,2020-05-07,2020,5,pension,credit,125.01
4,08/05/2020,08/05/2020,08/05/2020,6,VIR DE MME ERNENWEIN TATIANA,cmcc,2020-05-08,2020,5,loyer,credit,420
4,08/05/2020,08/05/2020,08/05/2020,305,VIR LA PREVOYANCE,cmcc,2020-05-08,2020,5,secu,credit,1.63
4,11/05/2020,11/05/2020,11/05/2020,305,VIR M.OU MME FRANCK MEHL,cmcc,2020-05-11,2020,5,loyer,credit,455
4,13/05/2020,13/05/2020,13/05/2020,240,CHEQUE 1811910 A043-6159-00111,cmcc,2020-05-13,2020,5,chq-vir,debit,-57.14
4,20/05/2020,20/05/2020,20/05/2020,240,CHEQUE 1811915 T099-4697-00111,cmcc,2020-05-20,2020,5,chq-vir,debit,-200
4,27/05/2020,27/05/2020,27/05/2020,240,CHEQUE 1811918 S034-5874-00111,cmcc,2020-05-27,2020,5,chq-vir,debit,-227.22
4,27/05/2020,27/05/2020,27/05/2020,305,VIR LA PREVOYANCE,cmcc,2020-05-27,2020,5,secu,credit,0.56
4,28/05/2020,28/05/2020,28/05/2020,162,PRLV SEPA ES ENERGIES STRAS SEP,cmcc,2020-05-28,2020,5,charges,debit,-111.14
4,28/05/2020,28/05/2020,28/05/2020,162,PRLV SEPA ES ENERGIES STRAS SEP,cmcc,2020-05-28,2020,5,charges,debit,-55.65
4,29/05/2020,29/05/2020,29/05/2020,162,PRLV SEPA URSSAF RHONE ALPES -,cmcc,2020-05-29,2020,5,secu,debit,-10.66
4,01/06/2020,01/06/2020,01/06/2020,13,LOYER WABEALO,cmcc,2020-06-01,2020,6,loyer,credit,315
4,01/06/2020,01/06/2020,01/06/2020,13,LOYER,cmcc,2020-06-01,2020,6,loyer,credit,460
4,02/06/2020,02/06/2020,02/06/2020,305,VIR AG2R AGIRC-ARRCO,cmcc,2020-06-02,2020,6,pension,credit,28.67
4,02/06/2020,02/06/2020,02/06/2020,305,VIR CAISSE D ASSURANCE RETRA,cmcc,2020-06-02,2020,6,pension,credit,687.93
4,02/06/2020,31/05/2020,01/06/2020,800,F FRAIS DE TENUE DE COMPTE,cmcc,2020-06-02,2020,6,charges,debit,-2
4,04/06/2020,04/06/2020,04/06/2020,240,CHEQUE 1811919 T089-9163-00111,cmcc,2020-06-04,2020,6,chq-vir,debit,-100
4,04/06/2020,04/06/2020,04/06/2020,240,CHEQUE 1811921 A042-5507-00111,cmcc,2020-06-04,2020,6,chq-vir,debit,-150
4,08/06/2020,08/06/2020,08/06/2020,240,CHEQUE 1811920 T062-3693-00111,cmcc,2020-06-08,2020,6,chq-vir,debit,-281.46
4,09/06/2020,09/06/2020,09/06/2020,6,VIR DE MME ERNENWEIN TATIANA,cmcc,2020-06-09,2020,6,loyer,credit,420
4,09/06/2020,09/06/2020,09/06/2020,305,VIR CARSAT ALSACE MOSELLE PR,cmcc,2020-06-09,2020,6,pension,credit,125.01
4,09/06/2020,09/06/2020,09/06/2020,305,VIR CARSAT ALSACE MOSELLE PR,cmcc,2020-06-09,2020,6,pension,credit,385.49
4,10/06/2020,10/06/2020,10/06/2020,240,CHEQUE 1811916 I063-3956-00111,cmcc,2020-06-10,2020,6,chq-vir,debit,-150
4,10/06/2020,10/06/2020,10/06/2020,240,CHEQUE 1811917 T033-5343-00111,cmcc,2020-06-10,2020,6,chq-vir,debit,-15
4,10/06/2020,10/06/2020,10/06/2020,305,VIR M.OU MME FRANCK MEHL,cmcc,2020-06-10,2020,6,loyer,credit,455
4,10/06/2020,10/06/2020,10/06/2020,305,VIR U R S S A F RHONE ALPES,cmcc,2020-06-10,2020,6,secu,credit,17
4,12/06/2020,12/06/2020,12/06/2020,240,CHEQUE 1811911 S004-9611-00111,cmcc,2020-06-12,2020,6,chq-vir,debit,-108
4,25/06/2020,25/06/2020,25/06/2020,211,RETRAIT DAB 2506 REF01896A00,cmcc,2020-06-25,2020,6,cash,debit,-300
4,30/06/2020,30/06/2020,30/06/2020,211,RETRAIT DAB 3006 REF01896A00,cmcc,2020-06-30,2020,6,cash,debit,-300
4,01/07/2020,01/07/2020,01/07/2020,305,VIR AG2R AGIRC-ARRCO,cmcc,2020-07-01,2020,7,pension,credit,28.67
4,01/07/2020,01/07/2020,01/07/2020,305,VIR CAISSE D ASSURANCE RETRA,cmcc,2020-07-01,2020,7,pension,credit,687.93
4,01/07/2020,01/07/2020,01/07/2020,13,LOYER WABEALO,cmcc,2020-07-01,2020,7,loyer,credit,315
4,01/07/2020,01/07/2020,01/07/2020,13,LOYER,cmcc,2020-07-01,2020,7,loyer,credit,460
4,02/07/2020,30/06/2020,01/07/2020,800,F FRAIS DE TENUE DE COMPTE,cmcc,2020-07-02,2020,7,charges,debit,-2
4,03/07/2020,03/07/2020,03/07/2020,240,CHEQUE 1811922 A032-7071-00111,cmcc,2020-07-03,2020,7,chq-vir,debit,-154
4,03/07/2020,01/07/2020,01/07/2020,385,F COTIS CARTE CIRRUS,cmcc,2020-07-03,2020,7,charges,debit,-21.2
4,09/07/2020,09/07/2020,09/07/2020,305,VIR CARSAT ALSACE MOSELLE PR,cmcc,2020-07-09,2020,7,pension,credit,125.01
4,09/07/2020,09/07/2020,09/07/2020,305,VIR CARSAT ALSACE MOSELLE PR,cmcc,2020-07-09,2020,7,pension,credit,385.49
4,10/07/2020,10/07/2020,10/07/2020,305,VIR M.OU MME FRANCK MEHL,cmcc,2020-07-10,2020,7,loyer,credit,455
4,10/07/2020,10/07/2020,10/07/2020,6,VIR DE MME ERNENWEIN TATIANA,cmcc,2020-07-10,2020,7,loyer,credit,420
4,10/07/2020,10/07/2020,10/07/2020,211,RETRAIT DAB 1007 REF01896A00,cmcc,2020-07-10,2020,7,cash,debit,-100
3,20/07/2020,20/07/2020,18/07/2020,871,AURORE 2000 BS3960557,cmcc,2020-07-20,2020,7,charges,debit,-576.54
3,23/07/2020,23/07/2020,23/07/2020,162,PRLV SEPA ES ENERGIES STRAS SEP,cmcc,2020-07-23,2020,7,charges,debit,-88.48
3,23/07/2020,23/07/2020,23/07/2020,162,PRLV SEPA ES ENERGIES STRAS SEP,cmcc,2020-07-23,2020,7,charges,debit,-68.18
3,24/07/2020,24/07/2020,24/07/2020,211,RETRAIT DAB 2407 REF01896A00,cmcc,2020-07-24,2020,7,cash,debit,-400
3,28/07/2020,28/07/2020,28/07/2020,240,CHEQUE 1933592 T023-5064-00111,cmcc,2020-07-28,2020,7,chq-vir,debit,-252.42
3,29/07/2020,29/07/2020,29/07/2020,240,CHEQUE 1811923 A077-8537-00111,cmcc,2020-07-29,2020,7,chq-vir,debit,-48
3,03/08/2020,03/08/2020,03/08/2020,305,VIR AG2R AGIRC-ARRCO,cmcc,2020-08-03,2020,8,pension,credit,28.67
3,03/08/2020,03/08/2020,03/08/2020,305,VIR CAISSE D ASSURANCE RETRA,cmcc,2020-08-03,2020,8,pension,credit,687.93
3,03/08/2020,01/08/2020,01/08/2020,13,LOYER WABEALO,cmcc,2020-08-03,2020,8,loyer,credit,315
3,03/08/2020,01/08/2020,01/08/2020,13,LOYER,cmcc,2020-08-03,2020,8,loyer,credit,460
3,04/08/2020,04/08/2020,04/08/2020,240,CHEQUE 1933593 S095-6902-00111,cmcc,2020-08-04,2020,8,chq-vir,debit,-29.34
3,04/08/2020,31/07/2020,01/08/2020,800,F FRAIS DE TENUE DE COMPTE,cmcc,2020-08-04,2020,8,charges,debit,-2
3,06/08/2020,06/08/2020,06/08/2020,240,CHEQUE 1933591 I023-4507-00111,cmcc,2020-08-06,2020,8,chq-vir,debit,-150
3,07/08/2020,07/08/2020,07/08/2020,240,CHEQUE 1933596 T078-2786-00111,cmcc,2020-08-07,2020,8,chq-vir,debit,-121.92
3,07/08/2020,07/08/2020,07/08/2020,305,VIR U R S S A F RHONE ALPES,cmcc,2020-08-07,2020,8,secu,credit,35.2
3,07/08/2020,07/08/2020,07/08/2020,305,VIR CARSAT ALSACE MOSELLE PR,cmcc,2020-08-07,2020,8,pension,credit,125.01
3,07/08/2020,07/08/2020,07/08/2020,305,VIR CARSAT ALSACE MOSELLE PR,cmcc,2020-08-07,2020,8,pension,credit,385.49
3,10/08/2020,10/08/2020,10/08/2020,240,CHEQUE 1933595 T012-2930-00111,cmcc,2020-08-10,2020,8,chq-vir,debit,-591.75
3,10/08/2020,10/08/2020,10/08/2020,305,VIR M.OU MME FRANCK MEHL,cmcc,2020-08-10,2020,8,loyer,credit,455
3,11/08/2020,11/08/2020,11/08/2020,162,PRLV SEPA VEOLIA EST CGE OOFF,cmcc,2020-08-11,2020,8,charges,debit,-328.38
3,11/08/2020,11/08/2020,11/08/2020,240,CHEQUE 1933600 T026-6102-00111,cmcc,2020-08-11,2020,8,chq-vir,debit,-4558
3,11/08/2020,11/08/2020,11/08/2020,211,RETRAIT DAB 1108 REF01896A00,cmcc,2020-08-11,2020,8,cash,debit,-500
3,12/08/2020,12/08/2020,12/08/2020,6,VIR DE MME ERNENWEIN TATIANA,cmcc,2020-08-12,2020,8,loyer,credit,420
3,13/08/2020,13/08/2020,13/08/2020,240,CHEQUE 1933597 T095-3044-00111,cmcc,2020-08-13,2020,8,chq-vir,debit,-262.84
3,20/08/2020,20/08/2020,20/08/2020,211,RETRAIT DAB 2008  REF01896A00,cmcc,2020-08-20,2020,8,cash,debit,-400
3,21/08/2020,21/08/2020,21/08/2020,240,CHEQUE 1933599 T035-5238-00111,cmcc,2020-08-21,2020,8,chq-vir,debit,-150
3,21/08/2020,20/08/2020,21/08/2020,250,REM CHQ REF01896A00,cmcc,2020-08-21,2020,8,chq-vir,credit,12.51
3,25/08/2020,25/08/2020,25/08/2020,240,CHEQUE 1933598 A095-8570-00111,cmcc,2020-08-25,2020,8,chq-vir,debit,-664.42
3,25/08/2020,25/08/2020,25/08/2020,240,CHEQUE 1933594 T069-9410-00111,cmcc,2020-08-25,2020,8,chq-vir,debit,-100
3,31/08/2020,31/08/2020,31/08/2020,162,PRLV SEPA URSSAF RHONE ALPES -,cmcc,2020-08-31,2020,8,secu,debit,-10.66
3,01/09/2020,01/09/2020,01/09/2020,305,VIR AG2R AGIRC-ARRCO,cmcc,2020-09-01,2020,9,pension,credit,28.67
3,01/09/2020,01/09/2020,01/09/2020,305,VIR CAISSE D ASSURANCE RETRA,cmcc,2020-09-01,2020,9,pension,credit,687.93
3,01/09/2020,01/09/2020,01/09/2020,13,LOYER WABEALO,cmcc,2020-09-01,2020,9,loyer,credit,315
3,01/09/2020,01/09/2020,01/09/2020,13,LOYER,cmcc,2020-09-01,2020,9,loyer,credit,470
3,02/09/2020,31/08/2020,01/09/2020,800,F FRAIS DE TENUE DE COMPTE,cmcc,2020-09-02,2020,9,charges,debit,-2
3,03/09/2020,03/09/2020,03/09/2020,240,CHEQUE 1933604 A085-2487-00111,cmcc,2020-09-03,2020,9,chq-vir,debit,-1625
3,04/09/2020,04/09/2020,04/09/2020,305,VIR LA PREVOYANCE,cmcc,2020-09-04,2020,9,secu,credit,0.56
3,07/09/2020,07/09/2020,07/09/2020,6,FACTURE EAU WABEALO,cmcc,2020-09-07,2020,9,loyer,credit,371
3,09/09/2020,09/09/2020,09/09/2020,6,VIR DE MME ERNENWEIN TATIANA,cmcc,2020-09-09,2020,9,loyer,credit,420
3,09/09/2020,09/09/2020,09/09/2020,305,VIR CARSAT ALSACE MOSELLE PR,cmcc,2020-09-09,2020,9,pension,credit,125.01
3,09/09/2020,09/09/2020,09/09/2020,305,VIR CARSAT ALSACE MOSELLE PR,cmcc,2020-09-09,2020,9,pension,credit,385.49
3,10/09/2020,10/09/2020,10/09/2020,240,CHEQUE 1933605 T036-9530-00111,cmcc,2020-09-10,2020,9,chq-vir,debit,-30
3,10/09/2020,10/09/2020,10/09/2020,305,VIR M.OU MME FRANCK MEHL,cmcc,2020-09-10,2020,9,loyer,credit,465
3,10/09/2020,10/09/2020,10/09/2020,305,VIR U R S S A F RHONE ALPES,cmcc,2020-09-10,2020,9,secu,credit,35.2
3,14/09/2020,14/09/2020,14/09/2020,305,VIR CPAM DU BAS-RHIN - STRAS,cmcc,2020-09-14,2020,9,secu,credit,9.95
3,15/09/2020,15/09/2020,15/09/2020,162,PRLV SEPA DIRECTION GENERALE DE,cmcc,2020-09-15,2020,9,taxe,debit,-34
3,16/09/2020,16/09/2020,16/09/2020,305,VIR LA PREVOYANCE,cmcc,2020-09-16,2020,9,secu,credit,3
